Date,Energy_Consumption_kWh,Household_Size,Avg_Temperature_C,Has_AC,Peak_Hours_Usage_kWh
2025-04-02,7.2,3,17.5,0,2.5
2025-04-03,5.6,3,17.4,0,1.9
2025-04-04,7.9,3,17.7,0,2.5
2025-04-05,6.6,3,17.6,0,2.1
2025-04-06,6.3,3,14.9,0,2.3
2025-04-07,7.7,3,15.5,0,2.7
2025-04-01,11.4,4,18.0,0,4.5
2025-04-02,12.9,4,19.8,0,4.5
2025-04-03,10.4,4,15.7,0,3.1
2025-04-04,9.2,4,17.8,0,3.3
2025-04-05,10.0,4,12.6,0,3.5
2025-04-06,10.0,4,16.5,0,3.3
2025-04-07,9.4,4,19.3,0,3.4
2025-04-01,9.6,4,13.8,0,3.6
2025-04-02,10.5,4,17.0,0,3.3
2025-04-03,11.5,4,15.4,0,3.9
2025-04-04,9.5,4,20.1,0,3.6
2025-04-05,10.9,4,13.5,0,4.3
2025-04-06,10.1,4,18.0,0,3.6
2025-04-07,10.7,4,18.7,0,3.6
2025-04-01,2.6,1,20.6,1,1.2
2025-04-02,4.8,1,18.8,1,2.2
2025-04-03,5.1,1,16.1,1,2.2
2025-04-04,3.8,1,22.1,1,1.6
2025-04-05,5.9,1,15.1,1,2.8
2025-04-06,3.7,1,17.7,1,1.7
2025-04-07,4.4,1,17.8,1,2.1
2025-04-01,8.5,3,18.2,0,2.8
2025-04-02,8.4,3,18.4,0,2.9
2025-04-03,8.1,3,19.3,0,3.2
2025-04-04,8.0,3,17.2,0,2.7
2025-04-05,6.8,3,16.8,0,2.6
2025-04-06,5.2,3,20.8,0,1.9
2025-04-07,8.3,3,16.0,0,2.7
2025-04-01,11.3,5,12.3,0,4.5
2025-04-02,14.4,5,17.3,0,5.6
2025-04-03,11.6,5,20.4,0,3.7
2025-04-04,14.8,5,16.9,0,4.6
2025-04-05,10.2,5,15.8,0,3.8
2025-04-06,11.6,5,18.0,0,4.3
2025-04-07,13.6,5,20.5,0,4.3
2025-04-01,11.5,3,19.1,1,5.3
2025-04-02,12.8,3,21.1,1,5.5
2025-04-03,11.6,3,18.8,1,4.7
2025-04-04,11.5,3,16.7,1,5.1
2025-04-05,11.6,3,18.2,1,5.7
2025-04-06,12.0,3,17.3,1,5.6
2025-04-07,8.7,3,13.5,1,3.9
2025-04-01,15.0,5,17.5,0,5.7
2025-04-02,15.5,5,15.1,0,5.4
2025-04-03,14.5,5,18.0,0,5.6
2025-04-04,15.1,5,18.6,0,5.7
2025-04-05,11.3,5,17.2,0,3.6
2025-04-06,13.0,5,17.6,0,4.8
2025-04-07,10.7,5,15.1,0,3.6
2025-04-01,5.3,1,16.9,0,1.9
2025-04-02,3.2,1,21.1,0,1.0
2025-04-03,4.7,1,18.3,0,1.7
2025-04-04,0.5,1,15.2,0,0.2
2025-04-05,3.1,1,17.5,0,1.2
2025-04-06,2.4,1,13.7,0,0.8
2025-04-07,3.7,1,18.9,0,1.3
2025-04-01,6.9,2,19.8,1,3.1
2025-04-02,5.3,2,17.5,1,2.5
2025-04-03,7.0,2,13.5,1,3.4
2025-04-04,6.3,2,18.6,1,2.7
2025-04-05,7.5,2,18.8,1,3.2
2025-04-06,8.7,2,23.1,1,3.8
2025-04-07,7.6,2,16.5,1,3.7
2025-04-01,15.2,4,17.0,1,6.7
2025-04-02,14.8,4,16.0,1,6.4
2025-04-03,12.9,4,17.2,1,5.9
2025-04-04,17.0,4,15.6,1,6.9
2025-04-05,11.1,4,21.8,1,5.4
2025-04-06,14.6,4,16.6,1,6.2
2025-04-07,13.6,4,15.7,1,6.1
2025-04-01,4.5,1,17.5,1,2.2
2025-04-02,5.1,1,19.7,1,2.2
2025-04-03,4.7,1,18.7,1,2.0
2025-04-04,4.0,1,18.0,1,1.9
2025-04-05,1.7,1,18.8,1,0.7
2025-04-06,3.3,1,12.0,1,1.4
2025-04-07,5.6,1,20.2,1,2.7
2025-04-01,9.5,4,18.3,0,3.1
2025-04-02,9.8,4,19.7,0,3.4
2025-04-03,9.4,4,16.4,0,3.3
2025-04-04,10.4,4,18.4,0,3.9
2025-04-05,11.0,4,17.1,0,4.3
2025-04-06,9.4,4,18.0,0,3.5
2025-04-07,6.9,4,20.0,0,2.3
2025-04-01,20.0,6,15.9,1,8.4
2025-04-02,20.0,6,19.7,1,9.8
2025-04-03,19.8,6,15.5,1,8.1
2025-04-04,19.5,6,21.0,1,8.9
2025-04-05,20.0,6,12.4,1,9.4
2025-04-06,20.0,6,16.3,1,8.2
2025-04-07,20.0,6,15.6,1,8.9
2025-04-01,3.2,2,17.2,0,1.0
2025-04-02,5.3,2,14.4,0,1.6
2025-04-03,6.2,2,18.5,0,1.9
2025-04-04,7.4,2,20.2,0,2.6
2025-04-05,4.7,2,19.9,0,1.5
2025-04-06,3.5,2,13.4,0,1.3
2025-04-07,6.2,2,20.1,0,2.5
2025-04-01,5.3,2,18.3,0,2.1
2025-04-02,5.0,2,17.0,0,1.5
2025-04-03,7.3,2,11.9,0,2.5
2025-04-04,4.7,2,19.4,0,1.6
2025-04-05,5.0,2,10.0,0,1.9
2025-04-06,6.8,2,15.0,0,2.1
2025-04-07,4.4,2,16.0,0,1.5
2025-04-01,2.4,1,19.4,1,1.2
2025-04-02,4.6,1,18.7,1,2.2
2025-04-03,6.1,1,16.0,1,2.6
2025-04-04,3.9,1,16.9,1,1.8
2025-04-05,6.1,1,17.7,1,2.9
2025-04-06,5.3,1,17.7,1,2.4
2025-04-07,1.9,1,15.0,1,0.9
2025-04-01,4.7,2,14.4,0,1.5
2025-04-02,2.1,2,11.3,0,0.8
2025-04-03,4.9,2,14.6,0,1.7
2025-04-04,7.5,2,19.6,0,2.8
2025-04-05,5.5,2,20.1,0,1.8
2025-04-06,6.1,2,19.6,0,2.1
2025-04-07,3.3,2,21.4,0,1.0
2025-04-01,10.9,5,18.9,0,3.4
2025-04-02,13.2,5,20.4,0,5.1
2025-04-03,11.8,5,19.2,0,3.8
2025-04-04,9.4,5,21.0,0,3.5
2025-04-05,14.3,5,13.5,0,5.4
2025-04-06,13.5,5,14.5,0,4.3
2025-04-07,15.7,5,15.5,0,5.0
2025-04-01,5.4,2,14.5,1,2.2
2025-04-02,8.7,2,21.4,1,4.0
2025-04-03,7.6,2,17.1,1,3.4
2025-04-04,9.8,2,21.5,1,4.6
2025-04-05,9.9,2,19.6,1,4.0
2025-04-06,9.5,2,20.2,1,4.7
2025-04-07,9.7,2,20.2,1,4.4
2025-04-01,16.7,4,18.8,1,6.8
2025-04-02,16.5,4,19.9,1,7.9
2025-04-03,13.4,4,18.4,1,5.8
2025-04-04,15.3,4,15.5,1,7.2
2025-04-05,14.5,4,15.4,1,6.8
2025-04-06,14.0,4,19.2,1,6.1
2025-04-07,14.9,4,17.8,1,6.1
2025-04-01,8.5,4,13.2,0,3.2
2025-04-02,8.8,4,21.7,0,3.2
2025-04-03,9.2,4,21.6,0,3.5
2025-04-04,8.2,4,14.8,0,2.8
2025-04-05,8.1,4,17.5,0,3.0
2025-04-06,9.9,4,22.8,0,3.1
2025-04-07,10.4,4,19.8,0,3.3
2025-04-01,10.3,4,16.8,0,3.5
2025-04-02,7.4,4,19.6,0,2.4
2025-04-03,12.1,4,14.1,0,4.7
2025-04-04,10.9,4,14.4,0,3.6
2025-04-05,11.6,4,16.6,0,4.1
2025-04-06,11.9,4,14.2,0,3.9
2025-04-07,9.8,4,13.8,0,3.2
2025-04-01,13.9,4,17.1,1,6.0
2025-04-02,15.3,4,17.7,1,7.3
2025-04-03,16.5,4,18.6,1,6.9
2025-04-04,11.5,4,19.9,1,5.6
2025-04-05,13.6,4,17.8,1,6.4
2025-04-06,13.4,4,19.9,1,6.4
2025-04-07,15.8,4,19.5,1,7.7
2025-04-01,18.8,5,15.9,1,7.6
2025-04-02,18.0,5,20.5,1,7.4
2025-04-03,16.7,5,16.7,1,6.8
2025-04-04,18.8,5,15.5,1,8.5
2025-04-05,16.4,5,16.0,1,7.4
2025-04-06,18.2,5,16.4,1,7.8
2025-04-07,19.1,5,17.2,1,9.4
2025-04-01,11.4,3,17.5,1,4.9
2025-04-02,11.4,3,16.2,1,4.8
2025-04-03,13.0,3,16.7,1,5.5
2025-04-04,12.9,3,20.7,1,5.3
2025-04-05,9.5,3,15.2,1,4.1
2025-04-06,12.8,3,19.5,1,6.0
2025-04-07,9.3,3,15.7,1,3.9
2025-04-01,14.8,6,15.7,0,5.5
2025-04-02,17.1,6,18.4,0,5.3
2025-04-03,13.6,6,19.1,0,5.2
2025-04-04,15.7,6,12.6,0,5.4
2025-04-05,15.5,6,11.2,0,6.1
2025-04-06,16.2,6,15.4,0,5.8
2025-04-07,15.6,6,15.5,0,5.3
2025-04-01,5.4,1,17.9,1,2.3
2025-04-02,2.4,1,17.6,1,1.1
2025-04-03,2.4,1,20.4,1,1.0
2025-04-04,2.4,1,17.9,1,1.0
2025-04-05,5.9,1,15.0,1,2.6
2025-04-06,6.4,1,17.5,1,3.0
2025-04-07,5.5,1,24.0,1,2.6
2025-04-01,12.2,4,21.4,0,4.6
2025-04-02,10.8,4,17.1,0,3.9
2025-04-03,9.0,4,16.9,0,3.1
2025-04-04,11.9,4,17.6,0,4.4
2025-04-05,9.4,4,17.4,0,3.7
2025-04-06,9.1,4,21.9,0,3.2
2025-04-07,9.3,4,22.5,0,3.0
2025-04-01,5.7,2,15.9,0,1.9
2025-04-02,5.7,2,20.0,0,2.2
2025-04-03,7.0,2,15.3,0,2.2
2025-04-04,4.5,2,18.6,0,1.7
2025-04-05,5.8,2,22.8,0,2.1
2025-04-06,6.0,2,20.6,0,2.0
2025-04-07,4.2,2,16.2,0,1.3
2025-04-01,13.8,4,15.7,1,5.9
2025-04-02,15.3,4,19.6,1,7.4
2025-04-03,13.6,4,16.0,1,5.7
2025-04-04,15.2,4,17.6,1,6.4
2025-04-05,16.0,4,16.6,1,7.8
2025-04-06,12.0,4,15.9,1,5.4
2025-04-07,14.6,4,13.9,1,6.4
2025-04-01,5.5,2,17.7,0,2.1
2025-04-02,1.3,2,21.4,0,0.4
2025-04-03,5.7,2,19.5,0,2.0
2025-04-04,4.6,2,12.2,0,1.5
2025-04-05,5.6,2,17.1,0,2.1
2025-04-06,6.0,2,19.8,0,2.4
2025-04-07,5.4,2,19.5,0,1.7
2025-04-01,20.0,6,20.7,1,8.5
2025-04-02,20.0,6,19.6,1,9.7
2025-04-03,20.0,6,20.3,1,8.6
2025-04-04,20.0,6,16.8,1,9.2
2025-04-05,20.0,6,14.6,1,8.4
2025-04-06,20.0,6,18.0,1,9.7
2025-04-07,20.0,6,21.7,1,8.3
2025-04-01,13.8,6,15.2,0,4.7
2025-04-02,13.2,6,15.9,0,4.9
2025-04-03,15.3,6,15.7,0,5.6
2025-04-04,14.9,6,19.4,0,4.9
2025-04-05,16.4,6,19.9,0,5.3
2025-04-06,16.4,6,17.4,0,6.0
2025-04-07,14.0,6,16.4,0,5.0
2025-04-01,18.5,6,17.5,1,8.1
2025-04-02,20.0,6,17.0,1,8.0
2025-04-03,20.0,6,15.1,1,8.7
2025-04-04,20.0,6,17.2,1,8.4
2025-04-05,20.0,6,17.2,1,8.1
2025-04-06,20.0,6,14.4,1,9.0
2025-04-07,20.0,6,20.5,1,8.6
2025-04-01,4.5,2,21.9,0,1.5
2025-04-02,6.7,2,19.0,0,2.3
2025-04-03,5.0,2,18.8,0,1.8
2025-04-04,4.9,2,19.7,0,1.6
2025-04-05,6.4,2,17.2,0,2.0
2025-04-06,5.8,2,16.6,0,1.7
2025-04-07,3.7,2,18.5,0,1.5
2025-04-01,8.5,4,17.3,0,2.7
2025-04-02,10.5,4,16.2,0,3.4
2025-04-03,7.9,4,18.1,0,3.1
2025-04-04,10.0,4,15.7,0,3.6
2025-04-05,10.4,4,16.6,0,3.2
2025-04-06,8.9,4,19.0,0,3.2
2025-04-07,10.4,4,13.4,0,3.5
2025-04-01,20.0,6,17.9,1,8.2
2025-04-02,20.0,6,19.1,1,8.8
2025-04-03,20.0,6,16.5,1,9.1
2025-04-04,20.0,6,23.1,1,8.0
2025-04-05,19.6,6,15.4,1,8.0
2025-04-06,19.3,6,15.1,1,9.6
2025-04-07,20.0,6,15.5,1,10.0
2025-04-01,16.2,5,17.3,1,7.5
2025-04-02,17.8,5,17.7,1,7.3
2025-04-03,17.7,5,17.2,1,8.7
2025-04-04,20.0,5,20.3,1,9.1
2025-04-05,16.2,5,19.7,1,7.1
2025-04-06,17.0,5,18.6,1,7.0
2025-04-07,17.5,5,18.7,1,8.2
2025-04-01,9.8,2,14.6,1,4.3
2025-04-02,9.4,2,20.2,1,4.2
2025-04-03,7.6,2,20.6,1,3.5
2025-04-04,7.2,2,15.8,1,3.3
2025-04-05,8.0,2,17.9,1,3.8
2025-04-06,5.8,2,16.4,1,2.4
2025-04-07,5.2,2,19.4,1,2.3
2025-04-01,9.8,2,12.8,1,4.2
2025-04-02,9.6,2,18.2,1,4.1
2025-04-03,7.5,2,16.8,1,3.7
2025-04-04,6.5,2,18.9,1,2.7
2025-04-05,7.2,2,15.4,1,3.4
2025-04-06,7.3,2,15.5,1,3.6
2025-04-07,8.0,2,19.5,1,4.0
2025-04-01,9.9,4,13.5,0,3.7
2025-04-02,8.6,4,19.8,0,3.3
2025-04-03,11.3,4,15.7,0,3.9
2025-04-04,6.1,4,16.8,0,1.9
2025-04-05,5.5,4,19.2,0,2.0
2025-04-06,12.0,4,17.7,0,3.9
2025-04-07,10.9,4,20.2,0,3.6
2025-04-01,5.6,2,15.1,0,1.9
2025-04-02,6.0,2,21.8,0,2.3
2025-04-03,5.9,2,17.5,0,2.1
2025-04-04,4.8,2,15.7,0,1.6
2025-04-05,5.9,2,19.0,0,2.3
2025-04-06,4.0,2,17.6,0,1.2
2025-04-07,5.0,2,17.6,0,1.7
2025-04-01,7.1,2,21.9,1,2.9
2025-04-02,7.0,2,16.3,1,3.2
2025-04-03,9.3,2,18.1,1,4.2
2025-04-04,7.6,2,20.6,1,3.2
2025-04-05,8.8,2,15.3,1,4.2
2025-04-06,8.3,2,16.1,1,3.9
2025-04-07,8.3,2,16.0,1,3.4
2025-04-01,14.1,6,16.0,0,4.3
2025-04-02,17.2,6,15.6,0,6.7
2025-04-03,12.6,6,16.7,0,4.6
2025-04-04,16.6,6,17.7,0,5.6
2025-04-05,16.2,6,16.5,0,5.0
2025-04-06,14.6,6,21.1,0,4.4
2025-04-07,17.4,6,21.8,0,6.8
2025-04-01,8.5,4,15.0,0,2.9
2025-04-02,8.8,4,20.8,0,3.2
2025-04-03,10.8,4,19.2,0,4.2
2025-04-04,9.9,4,18.2,0,3.2
2025-04-05,12.7,4,18.2,0,4.9
2025-04-06,9.8,4,21.2,0,3.9
2025-04-07,11.1,4,19.7,0,3.4
2025-04-01,17.7,6,18.9,0,6.0
2025-04-02,14.3,6,17.2,0,5.0
2025-04-03,14.3,6,16.1,0,5.0
2025-04-04,15.7,6,13.8,0,5.6
2025-04-05,16.4,6,17.3,0,6.3
2025-04-06,13.6,6,17.4,0,4.9
2025-04-07,13.8,6,13.0,0,5.0
2025-04-01,20.0,6,17.9,1,8.2
2025-04-02,20.0,6,15.6,1,10.0
2025-04-03,20.0,6,18.5,1,8.7
2025-04-04,19.9,6,22.2,1,9.9
2025-04-05,20.0,6,17.4,1,9.7
2025-04-06,18.8,6,15.1,1,7.8
2025-04-07,20.0,6,19.0,1,9.0
2025-04-01,12.1,4,16.2,1,5.3
2025-04-02,14.6,4,19.4,1,6.3
2025-04-03,14.7,4,17.9,1,6.4
2025-04-04,15.5,4,14.6,1,6.6
2025-04-05,14.8,4,18.4,1,6.6
2025-04-06,12.0,4,16.0,1,5.6
2025-04-07,14.1,4,15.2,1,7.0
2025-04-01,6.2,1,16.5,1,2.8
